"ZIP","ZIP_COVERED","SVI","POV","UNEMP","PCI","NOHSDP","AGE65","AGE17","DISABL","SNGPNT","MINRTY","LIMENG","MUNIT","MOBILE","CROWD","NOVEH","GROUPQ","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4"
"75035",0.999999998,0.0731238134185,3.0435232357,3.6823596291,47673.297646504,3.4246413193,6.2128845219,32.0047247315,4.7525244758,6.7230272973,45.0786693777,1.9322458236,9.2527210331,0.126648503,0.8398261802,1.4107738955,0.1943164569,0.0936469614036,0.1364586353528,0.3225415430379,0.1022948955495
"75036",1,0.068743065025,2.404193234,2.7166304103,55483.155502894,2.68074413,14.534341011,28.6028204925,7.1851323987,6.2041032183,42.5222939034,1.7715925287,4.7918835774,2.3118820798,0.4382341906,0.6892656214,0.0031880575,0.0432053484356,0.2471871877752,0.3060442052499,0.0786147700312
"75038",0.999865065,0.4303583254333,13.9516259654,4.2326744008,32677.376510234,9.1975981709,5.4006139499,25.6155984254,4.66036972,12.7808325431,81.4259276395,7.0741263017,49.5568951255,0.3856632024,9.1684320503,5.5518013788,0.3812643366,0.3604236339172,0.2038601606153,0.6845186545029,0.6107294153859
"75039",0.999999999,0.0998170329758,5.039897637,3.7915370597,60387.15711395,1.5914293253,3.1510738502,15.6400861539,3.2659058713,2.7534706666,67.3832087147,3.1927893275,81.5206153332,0.261193025,5.417484675,1.4940079292,0.0019322562,0.0919789531441,0.0090373053989,0.5290426709017,0.3875351637417
"75040",0.999999999,0.5108766446966,11.3879534649,5.5239407294,23172.856540323,26.9307024505,10.8012138801,26.6387196217,8.6943875115,9.601910814,72.5804485344,12.3475029873,10.4395642729,0.1936351894,9.2038216472,3.5697821395,0.4967275908,0.5659234276618,0.3284487211202,0.7206087132397,0.4253023809846
"75041",0.999999999,0.6938732083927,21.9336685865,6.206417623,19596.449887073,35.1991091681,10.0251819893,31.3288313849,9.3652969322,12.315536384,74.0700190642,17.9201724026,13.3244923155,0.4764080462,10.1963984529,3.6366858232,0.3001915712,0.7617754497968,0.5655078062217,0.778681014487,0.4788727487578
"75042",0.999999999,0.6828165498818,20.7109222337,6.2862399548,18784.203306154,36.7223434473,10.4607468601,29.2104700691,8.188391664,14.5249863275,78.6670849526,19.596507344,22.4145473398,0,14.0211272804,8.9777656284,0.2676619616,0.7505746540363,0.4396610268185,0.80976741933,0.5323497765403
"75043",1,0.5027821130383,11.4338876964,6.2943345503,26366.252739832,14.5924866622,12.6386963924,26.803040612,11.5716979494,12.4127210055,64.3783671446,5.3332955335,20.0782789309,0.0271009197,6.1869220128,6.159732889,0.3497123165,0.4816860651632,0.5429238330212,0.5553603292131,0.4557375915703
"75044",1,0.3685304484609,9.1866225383,6.9076704859,33448.244799216,12.9053509802,14.1843308464,21.0074034973,10.355195241,8.2816831681,59.2515741566,8.695032821,13.9884803713,0.4274446552,2.484019358,2.6326232076,0.3113638897,0.4210461174182,0.2925405330527,0.5915093115149,0.2937435701428
"75045",1,0.3833,7.1,9.4,20848,19.8,11.2,24.3,7.1,11.5,66.1,9.4,11.6,0,1.5,1.5,0,0.6273,0.2607,0.663,0.0982
"75046",1,0.8498,18.8,5.5,19641,28.4,8.6,28.9,11.9,18.4,68.6,10.4,51.8,0,13.2,10.7,2,0.72,0.7207,0.6896,0.938
"75047",1,0.5995,14,6.1,28355,25.2,15.4,28.9,12,5.8,60.1,12.4,5.3,0,5,2.3,2,0.5866,0.5807,0.6752,0.4773
"75048",1,0.2081002954852,3.5039780527,5.5187295554,36112.800041379,10.8274242945,9.5380289118,25.5752664322,10.5818191424,6.6465864729,44.8328374006,4.356684606,1.8698955364,5.4285533398,2.4298934277,1.5103935843,0.0004431784,0.2763469452762,0.2189518729475,0.4477935423221,0.1565708030384
"75049",1,0.6987,12.5,4.7,19373,23.3,7.1,31.4,12,16.3,77,11.1,24,0.3,8.9,7,0,0.6022,0.7102,0.7381,0.6668
"75050",1,0.4843988248823,14.5453813604,4.3403749032,26965.658066548,21.5005406081,7.987201788,25.1680749851,8.0171759347,12.5933599787,72.7464860706,11.9447056035,28.7601304398,6.9358620166,7.3922376332,3.1643495163,0.3722705368,0.4710871490585,0.3625947939602,0.642843583308,0.4835154012287
"75051",1.000000001,0.6972316838305,17.8874845012,5.6943556088,17374.609798741,32.7092296906,9.7985542304,29.4142826106,10.1529901525,13.4865206418,83.6357649579,18.1717707452,17.5810003963,0.2568017537,9.0776925928,6.3416502467,0.4098138005,0.7214325308842,0.5328970213396,0.8246207018483,0.5243812272724
"75052",1.000000002,0.3409919697838,8.1027285296,5.6421706965,28715.937398161,14.1030256437,8.7786630505,26.9619130445,8.0002516465,10.2548855698,77.8526271006,7.0876883544,10.9885251067,0.4666757636,4.2577747553,2.2525541974,0.045053813,0.3999732159075,0.2898936128094,0.6741499239541,0.2364565536587
"75053",1,0.4733558749392,8.2671322896,5.1831552992,28892.753087816,17.3085866824,17.935332784,20.852999176,14.0521774848,11.2600657328,67.193385364,9.1051766608,23.7202547224,0,2.8521774848,3.9955217736,0,0.4472535331224,0.6424679537936,0.5957834838384,0.2582660640224
"75054",1,0.1933580945258,4.9844412594,4.8778796554,38982.570345192,4.4263037242,7.1089398276,29.5574212058,7.4290114614,7.0168767922,66.283008592,3.0254154728,18.613610312,0.6927793692,2.6307593118,1.1533381082,0.0204154728,0.1840546417858,0.2012696705654,0.4838830228924,0.218773509954
"75056",1,0.1380018076242,5.4226293954,3.373893718,47303.798560284,5.2149907809,9.5750559687,22.5880811283,6.7189878833,8.6158665903,45.0459732648,2.4895133665,26.0955913446,1.1991933383,2.2693401814,1.7590511003,0.2192940864,0.1393334354063,0.1495710819494,0.352404431675,0.2670908535112
"75057",0.999999999,0.4959295020302,13.9869782557,3.9056603732,26770.405062654,21.6607775686,5.965008571,24.4367209579,6.9524442478,16.4389079288,63.8802743791,8.6040022831,45.244139449,11.8252000934,5.2802601423,2.3133076012,0.562407089,0.470438964607,0.2756246423377,0.5931388502349,0.6050788443613
"75058",1,0.294081287338,6.010418049,3.387193099,32579.83941539,9.963304579,14.886529529,26.6,10.815726609,7.090577306,14.374784339,1.499668215,0.309090909,10.406967486,1.888918381,2.476509622,1.493165229,0.227730457873,0.472320570674,0.117383543461,0.528713669567
"75060",0.999999999,0.7157180138901,14.9023797447,6.1462890821,20465.490750364,36.2579178281,9.6326886773,30.5995290358,8.8695843211,13.9113524924,76.2813762882,20.2011867149,10.1060780975,6.1857716986,11.1710284865,4.7067499646,0.0688182845,0.6945097067261,0.5573143157327,0.7958063786816,0.6200924394644
"75061",1.000000002,0.7267128876441,18.3350241718,5.0078137172,20244.033141468,35.5970415988,8.1890395902,29.7057384793,10.1330212532,15.2675917263,80.2396092427,22.1255985152,31.2427896222,2.5383976869,9.9892664333,5.293055028,0.664826256,0.6802200208661,0.5523447211126,0.8267093309331,0.6579756769714
"75062",1.000000002,0.5602920157944,15.3369612793,4.3601997728,26306.729579619,20.9373629694,9.2585387198,26.2908859339,8.0169417133,12.2139832959,73.7532571027,13.6274020396,27.0026165309,0.8976549816,9.5426881022,5.6114808518,1.3059114197,0.5163773052891,0.3418717459669,0.7260139030629,0.5951181315678
"75063",0.999852587,0.1822893666823,6.4308830076,3.7073706474,47055.219874031,2.8559775929,5.0935138317,25.7468772982,2.9446710229,7.3676821817,75.5297233444,3.5221266746,38.5578693866,0.077460567,3.3168640369,3.7696624271,0.0368630534,0.1345335955159,0.0759057049119,0.5580941033609,0.3313688763317
"75065",1,0.3760551671864,8.2536951856,7.3073903712,37104.202391352,7.336951856,12.3189665748,25.436951856,12.9253756524,5.5768475928,30.1150414004,3.468475928,3.2064090776,14.1098742744,3.836951856,1.2,0.1768475928,0.3437161453708,0.369702391956,0.3233502760228,0.5516968722248
"75067",1.000000002,0.3784863686412,10.4190302364,4.2928666643,30852.718508616,11.9288543543,7.6101314777,24.627778768,8.0056206352,10.2368892001,58.9317330785,7.8773467699,40.0882330102,2.558514583,5.0150213527,4.1339081491,0.5810346615,0.3469664711127,0.2227449306634,0.5493516996224,0.5144830192531
"75068",0.999999999,0.1558753282627,5.9811738691,4.3035216301,36433.533416618,6.7431450263,6.5355088081,31.4670993258,6.3009615317,9.1568309198,45.5885416318,3.0542027213,0.865961535,5.2284214657,1.4368108953,2.4765504758,0,0.2140600678607,0.2318705966732,0.3795717424792,0.1438471911787
"75069",1,0.5224157882678,13.5771667763,4.4661165614,33357.604828488,18.1327351607,13.879555687,26.8807155182,9.8184650941,11.7774495165,48.9584016349,8.7375129907,17.1419792351,4.2211483075,5.5259896204,6.3214195133,1.0234564366,0.4350745358883,0.5339159438761,0.5043310619979,0.5953516857533
"75070",0.999999999,0.1377841294112,4.7621361359,3.834209449,41315.715106782,2.9558942664,8.7160451945,28.1885385849,6.7250009237,9.435380489,37.9546562743,1.9849622622,25.9782519415,0.1291088876,1.7423361463,1.9894308321,0.0074017611,0.1271141901169,0.2407151268271,0.271773106489,0.1951197067844
"75071",0.999999998,0.1480783533327,6.1059385395,2.9860420022,38971.563401608,7.6914632846,8.9865000196,29.9922016353,6.2089354649,7.8663270698,36.1706703409,3.0424227895,5.4888019971,2.420887619,2.0138000365,1.8660151513,0.6100923862,0.170162729163,0.2405249261287,0.2961338178425,0.1711567075245
"75072",1,0.1091182071576,4.1925854679,3.2808356532,46031.261578774,3.7752798199,10.2251304154,29.9161255993,5.6508179292,7.8920536869,31.8820562158,2.0881488994,9.6341402848,0.480947075,0.9168700935,1.9705798947,0.1787237271,0.0984810635772,0.25045065597,0.2341745657416,0.1592686401034
"75074",1.000000001,0.4201100791946,12.3766645241,4.0459411201,31147.74309496,18.6029392835,9.8603495445,23.4552952004,7.2581897702,11.8514324163,63.8032272962,12.0618092506,25.5191301384,1.4400129089,6.4952534655,4.1626235061,0.5034457074,0.4090438809238,0.2250234848581,0.6438985705372,0.4793737749962
"75075",1,0.2531287802832,10.5647187521,3.0812613394,39676.453621984,7.75940686,19.7885941289,17.3029218603,10.4872739747,7.0948257503,37.0986172685,6.4252518244,21.3118187833,0,1.2981730582,3.9472126533,1.9582806686,0.2150266154818,0.3106638176603,0.4287441342537,0.3315254954891
"75076",1,0.26026607472,12.9372702875,5.2542432375,32075.240964575,8.23623787,24.4459838975,19.0157133975,15.244724345,5.489221555,9.8349783175,0.7861243025,2.3393351225,23.2981623,1.9457567625,0.7393351225,0,0.37162062773,0.5379545528525,0.0574402849025,0.2458370431525
"75077",0.999999999,0.144302230056,4.2189185452,3.884334038,45987.176442062,4.9950936644,12.6126946987,23.0619776051,8.6656556577,6.356131197,30.8701090852,2.953153091,11.8744527417,0.4954230415,0.9814588625,3.6088725699,0.2609208805,0.143170170768,0.2118206133454,0.2621315925516,0.2171620734314
"75078",1,0.094337153838,3.7094063762,2.7010241906,46595.99177209,4.3423893267,7.0145812276,33.3581699344,6.7150192019,6.2720234487,25.5315073181,2.2543359612,2.8011926397,6.1711744439,1.1156593222,1.2271140759,0.0603396,0.0822443232114,0.2162096623758,0.2114033354139,0.1474706623735
"75080",0.999999999,0.3590035502636,13.4874573183,4.0827076198,38150.273898966,8.6871587005,16.519074707,21.7475255746,10.3427948353,7.1560674917,41.1815129991,6.2391211562,25.3212598711,0.2425720519,3.8889931718,6.2491751967,2.8683115326,0.3176407373327,0.3480193020883,0.392387788427,0.4607259290052
"75081",0.999999999,0.2790329280654,7.8275218448,3.4092752167,36798.697767986,7.2957033854,14.2536053012,21.3695269205,9.8173166237,7.3985181872,53.1341061968,5.3744249461,28.6837248957,0.3243722487,3.2014570002,3.3732159423,0.3211606434,0.2094731723756,0.2702974081379,0.5127658932155,0.3660890381814
"75082",1,0.2452629816808,7.5287349179,4.4438458531,48712.763414889,8.6277695616,12.1805916762,21.9460723957,7.6134527072,7.1342234354,49.2197197224,7.5472713129,29.0081276708,0.2317321909,3.2470533278,2.6736551186,0.606305956,0.2193572129017,0.1538519813996,0.4588333513635,0.3493145114501
"75083",1,0.3157795789791,9.3021062297,2.3739011005,39110.239001111,13.2817765647,12.21355311,26.2407509187,9.3156593397,8.9039377321,41.7567765744,10.511538469,14.0707875503,0.1754578756,6.7112637417,1.2,0.0877289378,0.2785248170457,0.3368940476657,0.4157981687304,0.3497961540894
"75085",1,0.3525,5.4,4.7,34953,9.8,16.6,22.7,13.5,4.5,35.8,6.8,14.3,1.7,3.8,0,0.1,0.2539,0.3764,0.4646,0.4809
"75086",1,0.3312783410868,13.8446025756,3.6341895172,36917.64559868,14.7820895648,18.7941339764,19.06456092,10.6490107584,7.6864977476,42.6176674968,7.9975008744,14.22596322,0.203228046,3.3232558164,7.4368274948,0.1187087816,0.3398438738656,0.3204738632676,0.372858000952,0.3652985077092
"75087",1.000000001,0.1694656451305,5.3223662858,3.840130815,38292.233735308,6.2141847873,15.4330705564,24.60279143,10.3971618851,5.8563244686,21.8489372082,1.1755839817,8.3158140685,1.3671572136,2.2018628877,3.3877598731,1.3717238994,0.1749967360292,0.3291376667723,0.1329401896315,0.2855557818416
"75088",1,0.1799454411929,6.3867565338,6.7123781701,36826.200111028,7.2833773545,13.2056744687,22.4101739706,9.8452773471,8.5700701293,40.3245741869,2.4755715472,0.0637763022,1.243583205,3.1568813159,1.7075416697,0.7134074155,0.2676679750347,0.3060292011071,0.3298095820162,0.1141428180662
"75089",1,0.1302491001644,6.3252691246,6.0713205683,37223.156133647,5.798792014,8.6537102479,27.1278987572,7.0164105515,6.8746076077,48.959889892,3.2238310471,2.5584189357,0.4133042963,0.896532172,1.51867861,0,0.2615078067045,0.1488159831658,0.4023012163113,0.0814413920592
"75090",1.000000002,0.6665428598402,20.8917372051,6.1189651918,21052.782256271,18.1443242541,13.2325398616,25.7550856305,15.3907240145,14.5697324705,43.7177651892,6.1190930657,7.2727031464,6.1502754361,4.7523706577,6.6085481146,5.5973637746,0.6450018900027,0.7352389153593,0.4626421905366,0.6674757537379
"75091",1,0.6288,16.8,4.9,28269,7.3,24.8,15.5,20.7,9.4,24.2,2.5,32.3,7.9,1.1,13.2,3.9,0.4176,0.7648,0.2366,0.94
"75092",1,0.4726216080433,14.2841846237,4.8047461553,28703.635765472,10.9092923165,17.5118230749,23.7408384629,17.1054307694,9.8139384701,25.7209538638,2.2119923111,14.149715392,6.2990153863,3.2817384632,4.755692312,1.1690615431,0.4222401848263,0.6911192693472,0.2172140232953,0.5656915543529
"75093",1.000000001,0.1452550226934,5.361367988,4.7710493183,64290.536933075,2.823762424,14.7445388045,20.7992628486,6.4276256308,5.9465170604,33.8790556951,1.9464097439,25.7949610481,0.2058601224,1.5164559331,2.6030653667,0.4167685353,0.1257435123835,0.1487198574846,0.2511808568676,0.3252244156988
"75094",1.000000001,0.2584861306598,4.6975937885,4.8849580509,40825.284833312,9.2073050463,8.514005438,30.1201258869,7.2519620009,5.8177813508,52.6166214838,7.8518509484,9.6676949979,3.9949037498,3.0996915151,1.9223840118,0.4343040482,0.2278347485917,0.1952428925152,0.5526508396858,0.3136752349461
"75098",1,0.227700402525,5.8275126734,3.8671349502,33784.252912069,7.8820116928,7.9776926368,30.2986648049,7.4929486447,8.6974960366,42.6717519974,3.5062850732,4.5566856278,3.4485932106,2.0661751647,1.7677038583,0.160462866,0.2228560703069,0.2673103410524,0.4010172723155,0.2644840473373
"75102",1,0.6565021709003,18.5512890078,7.8480325639,25154.762552391,20.6088195362,20.2753052895,24.9461329703,20.4082767979,7.9253731341,30.9767978244,5.2221166872,2.9040705553,16.9994572661,3.6609226604,3.1454545484,3.0700135674,0.6800854816198,0.8423702848613,0.3799683852113,0.5919211669602
"75103",1.000000001,0.4256824030995,10.3360548329,5.2349176301,27295.522111339,14.9111532452,22.7065461667,22.5779414128,20.9425135061,6.2393935036,14.4298585923,0.784954076,1.5386062125,22.3318559747,1.9492491636,3.6901297613,2.457996793,0.4436661908754,0.7574770527616,0.0672425864665,0.5003473542875
"75104",1,0.4068823756755,10.4400853526,6.1799573197,28655.788636957,8.9865780283,9.9989385003,28.1682041982,9.1503720729,13.0416119468,79.9653096624,3.8590555925,7.1367585899,0.4825235275,3.3700098493,3.6052692064,1.4415517615,0.4029512747237,0.45402305194,0.6014694898305,0.3198648009953
"75105",1,0.7152,16.6,5.5,17581,29.3,13.3,30.7,16.2,9.1,42.2,7.7,0,40.5,7.9,2.2,0.1,0.7273,0.8406,0.5272,0.6256
"75106",1,0.4165,9.8,5.9,26932,6.1,6.4,33.6,8.1,15.9,90.9,3.3,15.2,0,3.7,4.2,0,0.379,0.5457,0.653,0.2584
"75109",1,0.7231554442522,18.8672038302,14.316855402,28369.027876558,14.1104094064,21.0013937286,25.5339285722,19.2391550536,14.1178571436,31.6422038304,0.6465592324,6.1949041834,19.3648519164,2.4068379782,19.2196864166,0.209015679,0.6506301828914,0.9413665505684,0.1413169859836,0.85378087983
"75110",1.000000001,0.7426763667228,18.2524454545,7.2751314437,23343.175350128,24.0126812319,15.5104907015,26.6436116212,15.6874462536,11.4988131365,51.343675343,8.82596782,4.2502867647,11.8270352314,4.655201533,5.9113987696,2.6060379183,0.68122451077,0.7320661391284,0.5559265812798,0.7590474118862
"75114",1,0.3304461074316,12.8300286012,5.8086431532,29958.93517647,14.253701939,10.4094057846,27.0247219554,10.6365745164,6.1898633596,23.7143311038,1.3932316474,1.0093422312,23.7519542462,2.663361932,0.9612329192,0.1682237052,0.4676142358552,0.2765850015386,0.1481716871916,0.4430968224858
"75115",0.999999998,0.4629063508034,13.3186389143,6.2909965046,29144.553025047,11.4612657716,12.3081150141,28.1221514368,11.7666880137,12.5966339676,87.6906070777,3.8364581332,9.4444220342,2.3975590664,2.2562602988,4.8345896542,0.7919078568,0.4303571752385,0.5970233499376,0.6274053888881,0.3509104497456
"75116",0.999999999,0.7381247593411,19.6584934885,7.7646551668,21122.778238962,20.3888637505,12.4724137769,29.7798049485,12.2900225992,19.8307235628,76.8512153058,9.8814019146,7.2145279766,0.006613906,6.5304833194,6.107433575,1.114782363,0.7024655591874,0.7899218337446,0.7170140044481,0.5944147962992
"75117",1,0.3501735342584,12.4825205462,5.7423013694,27439.962190962,16.1378630132,16.9728219208,26.3245479446,11.9015342506,9.7958356148,13.4644931504,0.777808219,0.688767124,12.8412054854,2,3.0088767124,0,0.5041018629768,0.683446575395,0.0665335342324,0.2662743014162
"75119",1,0.5510095011552,15.8962310431,3.2488386365,24450.5015369,24.7591112228,12.5421071099,28.4114646308,11.945639411,9.6115522812,51.9934174614,10.534516607,4.4718380197,11.847839432,7.0138750107,3.0506617567,0.7794723459,0.50875152066,0.5819022964502,0.5783615302687,0.5255725740867
"75123",1,0.2431,8.1,4.8,31889,8.8,9.6,29.7,7.6,9.5,87.3,4.5,0,0,0.6,2,0.1,0.3022,0.3396,0.6691,0.0694
"75124",1,0.4672659317653,14.3051948015,4.5757173056,25247.710967001,14.334340079,20.9754454828,20.9831470877,17.0784959187,6.9542434303,11.5347931179,1.6015403209,0.4612503776,31.4313500361,3.4796738168,4.212896405,0.5741467845,0.4830034731827,0.6508370279598,0.1092910601727,0.6177518878625
"75125",1,0.5821050748656,13.7233873418,4.3257413636,22795.40843836,26.61791501,12.9293182518,30.3717517581,11.9882298989,9.9872210323,53.9711403214,8.0258330776,2.7129318247,31.9083460715,3.3258942216,1.8519718739,0.4476306932,0.5765771017869,0.7129309385415,0.5897927544862,0.4332446346144
"75126",1.000000001,0.2343031771894,6.6381472359,5.3041422459,31862.336989079,7.7573314242,7.8303366517,31.8808755224,8.6432723804,8.0318706893,36.3470039368,2.834454314,2.4926317265,3.6109664117,1.708238849,1.9075929385,0.0386667603,0.2970745993547,0.3306811323266,0.3163979677442,0.2365481414689
"75127",1,0.5359,15.7,5.1,21895,19.6,21.6,23.4,16,5.1,10.6,0.8,0.6,19.5,4.1,2.8,1.6,0.6031,0.6393,0.0572,0.7224
"75134",0.999999999,0.6668125058654,19.8529732386,6.0360883737,20081.344633008,15.1388979661,8.6249590704,32.5203627678,12.0506137322,22.978109634,94.0113201461,4.9385297233,5.649304408,0.228068731,3.3871794833,3.8824058816,0.9270594621,0.6560416250596,0.8195250264381,0.7234715894684,0.4583933704655
