"ZIP","ZIP_COVERED","SVI","POV","UNEMP","PCI","NOHSDP","AGE65","AGE17","DISABL","SNGPNT","MINRTY","LIMENG","MUNIT","MOBILE","CROWD","NOVEH","GROUPQ","RPL_THEME1","RPL_THEME2","RPL_THEME3","RPL_THEME4"
"78615",1,0.3285137982227,8.0818991123,5.4804154285,30172.071220196,10.3571216606,10.6363501479,26.1673590522,13.9127596442,8.9964391687,42.2186943647,2.9109792279,0.1278931756,11.7224035641,3.0468842713,1.5066765592,0.206379822,0.3517375370115,0.4792375371637,0.3213535608997,0.3201311573065
"78616",1.000000001,0.5182102590234,12.5826805356,4.3262989655,24757.112997843,24.5584066404,10.826458845,29.1265121502,11.0254996126,9.5770583614,60.253530582,8.3321609499,0.8673061551,45.1189715309,10.3626432267,1.0622168968,0.7866240343,0.5022393557878,0.4834470827704,0.5496456708361,0.511514042531
"78617",1,0.6117780221601,15.1249743671,5.0534237206,21287.110058546,31.4539933977,5.6210208526,32.4775549702,11.0589837078,15.9168052855,85.5212601111,8.5375413064,0.1799248038,31.7265010902,8.0188333185,2.2191523314,0.0378375299,0.6189895067017,0.5731227526112,0.73629097648,0.4370196195725
"78619",1,0.1002585063401,3.964356848,3.0060165977,47837.466793253,4.7005394213,18.9824066359,22.5250622382,9.1736514562,4.0601659769,17.3714523009,1.6631535261,0.4249792588,2.5590456475,1.2293361024,0.8684232375,0.6053112034,0.0893596681252,0.2514217013005,0.1321678423883,0.1797869296792
"78620",1.000000001,0.1833568994638,8.8281373675,3.2184599431,49782.003984965,6.0290530795,14.6008428947,25.9953382065,8.4966701514,6.9347762857,18.7390530953,1.4940894912,1.3522892788,11.7072216613,1.8735171757,0.9685223754,0.6517585858,0.1555165560121,0.3394014366663,0.128256160418,0.3341867851457
"78621",1,0.6214130213557,13.2162285588,6.9579823395,24899.003045261,22.7377042518,12.8964579318,28.2604891919,12.4627626112,9.0165228851,57.5400487142,8.9722927025,0.6885923071,19.8387090116,7.0324063722,5.565188268,0.6634527519,0.6069821170415,0.5804992794425,0.6027585201688,0.5743749821846
"78622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78626",1.000000003,0.3486315358293,9.9817256027,5.575129488,29555.17181091,11.4857208183,10.5260657152,24.5688521586,9.5861647342,8.4867907548,43.342052358,4.10257243,9.333390277,9.2065562632,3.7929486174,2.4942917445,4.0491207259,0.3930851013468,0.2679157427734,0.4233212007011,0.3848148494881
"78628",1.000000002,0.1940514806625,5.7824737073,4.632159077,44898.432776875,5.3311429828,19.6784197043,22.8946771613,10.4517691595,3.9474520406,24.3565040695,1.4816639176,7.8618888047,1.8615587083,1.1631163654,4.4013616727,0.2219465647,0.1905359968826,0.331748675338,0.1602323295526,0.2911870131051
"78633",1.000000001,0.0702031486391,4.3850467963,3.8645187222,46549.958731858,3.146637708,53.3124933365,11.9683957433,16.5648262111,2.1551136434,11.371992003,0.6600401102,0.7388502693,2.7563569614,0.1892379694,1.3392847618,0.0672058828,0.1143761366054,0.4585243251703,0.055556283688,0.0665902008106
"78634",1.000000001,0.1696094813011,7.9717962841,6.4754997297,32294.053294136,6.6730900951,6.0404983638,29.6902177185,10.3546344556,9.9273685716,43.7966114916,1.9376095314,2.5651423858,4.2153066946,1.5463855457,0.4482270001,0.0003080505,0.3413332902048,0.3513195990709,0.3098148210006,0.065385501343
"78640",1.000000001,0.3885506785877,8.9985936906,4.4239694766,28223.772958234,15.6030799878,8.2806601669,29.3364094551,8.5106074799,7.8012126266,57.621687658,5.9698318727,5.6258445748,16.1250194022,6.0048504713,1.0339919424,1.0432318293,0.3851251593985,0.2648941118351,0.5085558003345,0.4745353561977
"78641",1.000000002,0.1973836636067,5.4396949661,3.7176859656,36777.761684413,7.1559643998,9.1571222991,29.1670203666,8.6442090294,7.7989067759,33.0474330051,1.8355923291,4.3506509611,7.0265289453,2.6295500703,1.8332412524,0.1854350963,0.1905931355252,0.2893285898348,0.2474938584451,0.3051148536334
"78642",1.000000001,0.240183756696,5.7734385462,5.8644890784,37260.062155826,7.2621165423,10.6908739914,28.0646546305,11.4608806128,4.7151732581,20.8404436378,1.6978481594,1.3674685481,14.7958618657,0.9546347407,0.9208894306,0.8519642467,0.2543954759123,0.3193486873124,0.1624667625319,0.3751753370944
"78644",0.999999999,0.5825260350024,13.5119191809,3.1674116125,23275.156033841,19.0413762504,15.3201262486,24.7047727018,15.9430176637,10.970505043,61.4036994434,4.4869823212,4.9298232295,15.3032449269,6.1291161562,6.6601136351,8.1287499952,0.4509347723742,0.6969993176571,0.4940094188591,0.6539209718262
"78645",1,0.2225672229386,8.0193179064,7.0938611454,43462.40377672,7.7633495744,19.215164431,19.1713032906,10.594031668,3.1552131542,18.998660173,3.2791595606,4.8108891566,11.263459201,2.3570280158,1.504872108,0.0128258222,0.3142233739676,0.2127171619646,0.225361753936,0.2955274544596
"78648",1,0.5902914391629,23.9614618966,2.0753412961,25587.433729732,19.8919795218,14.4579635928,23.9593856659,12.7606939678,11.8356655298,51.6385096716,4.8829920344,5.3317974993,18.3711888454,3.3785267317,3.8633105779,2.8118885157,0.5014913823208,0.6028452501612,0.4934668941983,0.7106231513984
"78650",1.000000001,0.4492124642796,11.2301449397,4.6704347877,28163.782634906,19.3533333547,15.1243478405,22.044637702,14.2292753753,7.5913043566,37.5165217824,6.5440579771,0.0695652175,35.7947826502,7.2231884136,2.5579710171,3.0684058042,0.4600857976278,0.473838551131,0.434476812057,0.4669031889993
"78652",1,0.2831752933919,6.8942822753,3.5253987361,36989.71833003,6.8273848913,15.7654529068,19.1155883222,9.4652121582,7.402678299,42.8131206678,3.7505868192,18.2042732544,3.7798976813,1.5110141428,2.0004213064,0.3095997592,0.1945806198941,0.2286677399591,0.4081731868343,0.4954159795691
"78653",1.000000001,0.4862643258783,13.4124200963,5.4054726825,24275.924242884,17.2748529727,6.0881766354,33.5168101917,8.3864973247,12.2975449813,74.2294178474,8.7746824773,0.2418549156,11.3081578935,5.8215667964,1.1260421122,0.0615292815,0.5293700371331,0.4048733447299,0.6915789283149,0.3224918768051
"78655",0.999999999,0.6124521975105,25.1149225798,1.9130030944,22163.468090396,21.5180185487,10.1967801755,21.6845820189,14.1316408533,7.9518885349,63.047430271,4.745758508,1.4550464383,37.9935603309,7.2976470517,1.8718885428,20.2163467402,0.5472787610653,0.3080220428917,0.5568630334575,0.8449727546364
"78656",1,0.6154248219568,25.8899287866,2.4125127168,22268.677517862,21.139877926,9.6212614442,21.3467955256,13.8732451666,7.4753814862,62.6265513728,5.1194303162,3.2909460868,38.2555442518,8.4167853522,1.9684638862,20.8907426174,0.5608173957206,0.257530213679,0.559763682591,0.8676521871216
"78659",1,0.2667068408735,7.9325870644,2.495584577,28097.02300816,11.4114427921,15.1053482609,23.9207089531,15.3739427873,4.2772388052,23.6132462799,2.1243159221,0,24.8753109527,8.8728855738,1.4399875638,0.212251246,0.2603208955709,0.4375809079267,0.2069861941821,0.3480673508314
"78660",0.999999999,0.3105955917964,7.4076445535,4.0575924294,32814.391873085,10.4414668331,7.0439762365,28.1846938683,8.726844456,10.8795878095,59.3714098069,6.79361134,7.6856467391,7.452891234,2.5918899239,2.299015639,0.1898460417,0.2801529708536,0.3007227415393,0.5216140691099,0.329754125039
"78661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78662",1,0.5308997232285,12.1810885623,7.8790590408,23158.377307228,22.4270295206,9.0753690029,31.4246309978,10.847693726,9.9161439138,61.5898523928,8.6707564597,0.0903136531,46.4982472329,5.3452952009,0.7900368992,0.4395756449,0.6211671587288,0.5053951107641,0.5913233395106,0.3505494462974
"78664",1.000000001,0.353997205621,10.1915901149,5.0876244651,30361.091823641,9.6039699256,7.2142173512,27.2647622162,10.6717533545,12.0305200779,54.15909155,5.2532455952,22.8136575607,0.1306909974,4.7277167728,2.8949959422,0.759112859,0.359336780826,0.3835517717572,0.4947291744683,0.3264047137961
"78665",1,0.1670960425885,6.1864273045,4.3101679174,34404.531263616,4.5720361205,7.5112353383,28.6861868184,6.7003965935,8.3794110193,50.7542443751,2.0488735167,16.5553581917,0.971234499,1.8042190574,2.2726267805,0.058092144,0.1992702557012,0.1985107965474,0.3667419840169,0.2274334317321
"78666",1,0.5550571097232,29.9011865986,6.6399224041,22409.32992348,12.9788224613,8.948557105,16.6123106183,10.4086375317,7.321061431,50.6615926878,3.4501401845,27.8885588086,9.240573765,4.2933420182,6.1250148681,5.235484683,0.621476978857,0.1679539095951,0.4075076548007,0.8240600095936
"78669",1,0.2097469041322,7.2418772107,3.9766985205,54010.336686193,4.5177117452,19.5753763619,22.5520879673,11.6648383331,5.7716847754,15.8269668812,1.5316926304,2.2618929176,8.4758607188,2.7530435925,1.8144259724,0.2172797487,0.15093046215,0.3886633330093,0.1237597591654,0.3820216129076
"78676",0.999999999,0.1497960685565,4.6698709993,2.6270679742,40432.61984455,5.4865171913,25.4028357719,18.153716198,13.6950757452,3.3067465153,13.0485564813,0.4870290731,0.137960685,6.0906633859,2.3790131006,0.7293304647,0.8222972966,0.1079354932513,0.365723034113,0.0507926185519,0.3082247026476
"78681",0.999999999,0.1673978747658,4.8539167303,5.3417222054,39079.017782488,4.7666763179,9.041195774,28.9721384915,8.5971022769,8.8609388503,41.9354872614,2.8173186462,9.2233893526,1.1534772513,1.8669081392,1.9994977265,0.2758813866,0.2047205977356,0.2782849460903,0.3387218048413,0.1793517721711
"78701",0.999999999,0.1841601675345,15.5308540785,1.861294396,99925.657622608,5.3427060553,11.2610874725,2.2390849474,7.9343602658,0.7334406248,27.8517875224,0.6797333024,90.9828830181,0.0719393031,2.0979767738,11.3359236542,7.3256581102,0.1419839057933,0.0294858144388,0.1294280260359,0.7940006659536
"78702",1,0.5720811461003,20.9356345085,5.0020242906,36132.06394409,17.0999301889,10.6254572122,17.7816557289,11.0594862507,9.8423425928,61.3065126217,6.2167527537,27.8260295913,0.9214435289,5.7212899597,13.7208641655,2.3149518365,0.4750754570463,0.2914216949728,0.5511393199655,0.8362483108239
"78703",0.997490413,0.0684936840569,7.6892575687,2.4546043893,82892.858187465,2.5533426225,11.3968699599,15.8550156621,4.638110827,2.0142140073,20.5475705458,0.4869431848,35.3891389991,0.1857511324,1.3113767847,5.389759488,0.6003973485,0.0792406203323,0.0613652210547,0.0835159635839,0.3639884900038
"78704",0.999999999,0.1982858482733,13.4894584826,3.4340767047,54653.867738097,5.7488151458,7.3754274572,13.0705548202,6.4566475211,4.8250578882,34.4407289553,2.2572915002,40.8250800828,0.3646004499,3.0138026176,8.9349776274,3.0609364541,0.2142831741224,0.0258551914024,0.249671779067,0.6064453631292
"78705",1.000000001,0.3622393124165,59.4665309783,7.4373207239,20249.774344266,4.0670821095,2.1544498098,3.4331308421,4.3299117004,1.0592722513,39.0188263526,0.5087117187,65.4679088583,0.0053547945,3.8911880773,16.1573871153,18.8868227975,0.6327266801077,0.0049282081934,0.1877042964693,0.8516875124648
"78712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78717",1,0.1212732655777,3.9242622973,3.1727344261,43628.628518298,2.4516590147,7.1323081913,27.8059999972,6.5732262273,7.0966229555,49.8261770545,3.1103409813,30.9793377312,0.0205639343,2.0267147536,3.0907409848,0.003042623,0.0859865180547,0.133453560558,0.4152176983109,0.2086545312515
"78719",1,0.627605660378,13.959748428,2.048427673,19399.23899384,44.372955974,14.387421383,20.96100629,14.327044025,6.47610063,88.383018868,14.108805031,0,31.203144654,10.874842767,7.539622641,0.006918239,0.5849918239,0.363547798766,0.823666037731,0.612271069171
"78721",1.000000001,0.6685817331075,24.1732371141,5.6282435769,24346.060914206,23.9997224002,11.7371275305,18.5282435927,13.9225985699,9.3024431013,73.7211734999,8.0902091538,10.7091245832,1.9319637252,4.6460855142,12.1867110982,0.9968536003,0.668832593783,0.3561648163353,0.6616923383346,0.7539853051343
"78722",1,0.231076411775,15.9166286365,3.097661153,39738.94979843,4.762835136,9.47084997,12.966086707,6.043867653,4.116486024,35.6371933705,1.052595549,31.5124928705,0.1516543065,3.2408442665,7.94766115,4.559383916,0.2316902737855,0.0283411579605,0.2095013118725,0.7099809183805
"78723",0.999999999,0.4943610612563,19.5595880716,4.3466630397,34985.796191917,14.7734734374,8.9189768565,22.5008817825,9.8633508347,9.0514887916,58.0754544239,8.6994684879,32.4440176133,0.0920456601,8.0780032536,9.241529251,0.7574560601,0.4440904748632,0.2442562055712,0.5809180823178,0.7273144947004
"78724",1,0.7701038800994,24.0836444049,5.4797642421,17915.696272675,33.2203634542,5.1180058935,33.1766404729,8.7348821208,18.5450785851,88.4484675825,17.7249410594,7.9788998128,23.3437033262,12.3770039236,4.3884479416,3.1105893872,0.7566545283728,0.5208911786923,0.8512086640137,0.6915893714178
"78725",1,0.5063237328438,12.3570221761,2.4663146781,22676.771911835,24.6081837375,4.8234688494,31.1360876446,8.308421331,15.6817317843,84.933289334,12.365364308,0.5319429785,8.3840285086,5.6380675811,0.7443505818,0.6835533256,0.4649292502693,0.4328635427751,0.7921486536371,0.3655475712824
"78726",1,0.1034677918292,3.3034935132,2.2863797168,53260.569874872,1.1136202832,9.2124557788,25.6906839648,3.726076062,4.4863797168,38.3645047072,1.8295695752,32.9068838308,0.5965064868,1.4023290088,1.9023290088,1.5034935132,0.0233734669728,0.0654851710296,0.2854210494448,0.4122087852272
"78727",1,0.1584048499925,6.4688485739,4.4466782963,43776.111238847,4.4987648273,9.4782623871,18.3315003495,9.1440125593,4.548534545,47.4623656767,3.503656664,34.7843963807,0.2051291,2.3780321012,2.6040823456,0.1629658044,0.1746012002658,0.0727947941565,0.4002206840184,0.3251746546278
"78728",1,0.3622729590533,12.1179443265,3.7845202932,32981.644305024,5.6164126827,8.3421629634,22.0156663058,9.6389441762,12.0469678086,59.5950318648,6.2321567387,51.4878167988,2.178043851,3.428020524,6.572267145,0.0221893952,0.2677747938559,0.2104142979471,0.5744795365106,0.5313577671074
"78729",0.999999999,0.1704978178171,6.1136158574,3.6543507051,40133.473431098,4.5331409951,9.6464119812,18.4145045595,10.0918225125,6.5989720055,39.1043771944,3.9213622462,38.2334394002,0.1961467035,2.3105849556,3.3379227989,0.0458150948,0.1509687887732,0.1067247777193,0.3784246646928,0.321130686728
"78730",1.000000001,0.0470415413893,3.1493635762,2.6040731337,79598.595534847,1.399190004,11.8050219968,26.4070354364,5.6733395099,4.1782689237,28.7491090347,0.6569775527,31.9790789475,0.0205507984,0.1923165939,2.3302939159,0.1797732012,0.0197286507958,0.1202812313417,0.1323282575452,0.1629400372812
"78731",1.000000001,0.1437048038539,10.445449955,2.8848210422,66087.91382464,1.8040356497,16.5320968114,18.6609911769,8.4964280626,4.9341254948,24.3182799892,1.0190841922,26.6785611104,0.2193015506,1.2065860037,5.8802420047,0.2937183018,0.1188286265064,0.1568771193949,0.1414286265019,0.4372755692925
"78732",1,0.112364927556,1.616231884,2.45942029,65903.16232054,2.594492754,11.194492754,33.099710146,6.17826087,5.026956522,30.802028988,1.675652174,19.218260872,0.170434782,0.308115942,2.27826087,0.091884058,0.018837101452,0.269344637726,0.224426376834,0.249501739154
"78733",1.000000001,0.0529219838939,3.0495649694,3.5488689145,70962.525316157,1.0312355002,10.3283062754,30.0232888914,4.8946345758,6.8418503553,20.6435615103,0.8691705345,5.0930394656,5.964588169,0.548172855,1.2361948961,0.2750290042,0.0440278133304,0.207787413179,0.1019313516378,0.1210179237863
"78734",1,0.1203851102195,5.7282020021,4.0004066045,59196.499786554,4.0046271481,19.106570703,21.8485646933,8.9497519697,5.8144832071,21.4289664239,1.5820281386,3.8580792074,3.541676833,0.8517117997,1.6774009907,0.5076929332,0.1293298122448,0.2698340732452,0.1497599578605,0.2110239814531
"78735",0.999999999,0.3122344213059,10.3901091434,3.998180768,64640.950057453,4.0353504368,14.4227307401,23.9774607261,6.3672156199,5.0013404774,32.9457582824,2.2821524294,38.5336939258,4.7868728433,3.0722232798,3.9365951678,1.8856759835,0.1749403195634,0.2705226826533,0.2598357713576,0.6324435265652
"78736",0.999999999,0.0706122223948,3.8270389058,1.5543855767,51317.238461818,2.041503625,12.2880413163,22.5414156706,8.4276104567,2.8396350799,24.8413497218,0.1470433057,8.793559013,2.5659485577,0.989777972,0.3190371504,0.3278302921,0.0257112551737,0.0994919541358,0.0695521871925,0.3298286653918
"78737",1.000000001,0.0834636471535,3.4075391735,3.8129697285,51514.225997449,2.7374013464,12.8198610059,28.9992225556,6.3346801792,4.3624926456,24.2121333735,1.5360937705,0.921792919,2.8527506193,1.187996231,1.5466250446,0.137943221,0.0887963365088,0.2095076690149,0.1705212629932,0.1424748028256
"78738",1,0.1157528131967,4.8491331759,3.6712687156,63441.25791654,1.5485815629,13.9750275776,27.0163908606,6.1762805352,5.69464933,20.6490780204,0.6633648567,14.064515355,2.0566745485,0.6595350674,1.0601812445,0.4672576828,0.0706237904275,0.2132914262681,0.0903037984594,0.3193454922673
"78739",1,0.0239789944512,3.786322965,2.3694503621,56270.158501119,3.1973299263,10.8886237759,31.6131089368,6.4559437582,5.053671351,31.6998295712,1.0519670496,0.5560431632,0.017270274,0.0069308336,0.389759977,0.4184490843,0.0432843914296,0.2457856270769,0.178089930371,0.0265894900854
"78741",0.999999999,0.5548251752838,23.9610468098,4.4494591862,26904.881673503,21.6555139198,4.3856705171,17.8944330748,9.7300393208,9.6911617783,68.2905188064,12.9747409231,62.590949951,2.5781256881,9.1940132927,10.6297367805,0.1162620073,0.5706267598159,0.1805286435139,0.6964436079588,0.7756250163411
"78742",1,0.8086,26,2.2,15210,40.3,5.4,37.4,8.1,19.8,91.7,21.7,2.1,44.5,24.7,5,0,0.7187,0.625,0.9065,0.7654
"78744",0.999999999,0.669137351495,22.7809412928,4.6062218773,20847.439179648,24.9350348877,5.3241065334,30.3680475633,9.3949107704,16.3324696083,81.9532298084,12.733395379,22.8390173271,10.5921489255,10.6409412914,7.7297853614,0.2702973873,0.6470840079591,0.4498901471035,0.7685793319497,0.653846935138
"78745",0.999999999,0.33178237754,11.7920786226,3.9253055779,34962.036507733,10.7574052494,10.2918816982,16.7228065786,9.1938408139,6.8953211952,49.9469814591,5.7115136341,25.0258386352,0.9248777655,5.0823950711,4.8521322774,0.29821065,0.3134886963692,0.122513717036,0.4682287204034,0.579947608945
"78746",1,0.1015621168498,4.7343973308,3.9710258849,82744.906141026,1.6889312371,14.0616563426,24.2358980485,5.7371764333,4.5596156908,24.3995315199,1.2064316343,19.1074003438,0.3203430204,0.6225901222,3.5422185155,0.8914800698,0.0843063125063,0.1903289741278,0.1509262982329,0.2703494758621
"78747",1,0.3781488122616,5.2295374428,5.3017956579,31552.728836478,12.7762813932,11.3892374182,22.2727582631,9.3919763598,8.100590976,65.9056824665,6.4540515947,14.1764064237,12.0311398877,3.7633594707,1.7201272886,0.1280600052,0.3189319693923,0.2025768950429,0.6164934878813,0.5044088304829
"78748",1,0.2598145679285,8.6246351816,2.6986432191,36396.146122969,6.7671708496,10.0539514629,21.2278283251,7.9581283802,8.8650393536,48.8390391871,3.0261723274,17.6297794714,1.5148057057,3.5407238915,2.3330709976,0.4940891952,0.186673159471,0.1457447284343,0.4073444746239,0.5157420316269
"78749",1,0.0980564164886,5.0846729849,4.4934657912,48385.29409872,2.1485174198,9.2538800645,21.1526420681,5.5570505468,6.4192644468,38.5298568763,1.1004468862,26.4050727854,0.0554864424,2.4921432471,1.7110272368,0.4147351898,0.1266865269899,0.076180801963,0.2278772630801,0.2847411983508
"78750",1,0.2056159215962,6.9284318615,5.9555307179,49803.635454482,3.9686537509,12.31841364,22.4392283491,9.5099933747,8.0491720504,40.7738036174,4.0748137134,24.2514820424,0.1968951813,2.1731081312,1.3487663525,0.5599519794,0.219964853508,0.2514704006563,0.3524948916551,0.2416550920205
"78751",1.000000001,0.189031666143,19.6447671368,3.3060187907,45506.616293561,4.1721679258,6.2309373273,10.2170883767,8.4716024658,3.2969810275,31.3912785626,2.070778233,43.964711578,0.2169925246,2.1590473509,9.3021180879,2.485729351,0.2523005468278,0.0241106095991,0.2108692260664,0.6207260501601
"78752",1.000000001,0.5950887379806,24.3230053222,5.3048253102,26802.266134591,20.7480328527,6.9688757713,22.5479127237,11.0160576748,7.0174091553,66.5591951566,19.5431875151,32.5994294033,0.0667133848,11.6900891055,11.8357893775,0.2476023636,0.6253636603459,0.2037006509388,0.7129134751718,0.715912644618
"78753",1.000000001,0.5644132713815,16.3767765828,4.5009919589,26832.443816743,21.5544242459,7.156345608,23.6638769933,10.8830575731,12.104555511,75.0643855346,19.4992498093,35.260476005,2.8186637875,9.4941149608,5.2958446288,0.272767058,0.5090939363812,0.3307505653955,0.7780616271709,0.6085138674488
"78754",0.999999999,0.5158609858365,11.5995484144,4.999165027,32242.866807589,14.3835392115,6.0840248735,25.9154212917,9.1527562321,12.34455992,72.2278008879,11.6637897016,20.8052738773,12.9718070863,6.7412030225,2.5467836711,0.1481894863,0.4050657571696,0.274706534457,0.7103772590846,0.6908515369524
"78756",1.000000001,0.1038937037495,8.141370788,2.3705202349,56750.157568306,2.1257225486,11.1734723474,10.9234517079,8.6062138809,2.4424442647,28.4145334658,1.7641824931,42.7255161476,0.2186209746,0.9346407953,9.2378612805,0.4387283292,0.090650247974,0.0426653592731,0.1953046862137,0.4368371187969
"78757",1,0.2091967652875,12.9838018329,2.3748037067,48265.124440629,7.2161589258,11.2764761261,19.2520964264,8.6130967337,5.1335505669,28.3245053677,4.0348147076,24.9298916409,0.1428863064,5.0032898965,5.4288944706,0.7069880659,0.1918411513005,0.1291473147446,0.2192990267209,0.5219984846965
"78758",1,0.4257391715185,16.7893225479,3.5774003167,33978.9371367,14.1276874003,6.5681162931,18.2104404949,7.3963739268,7.6376179472,59.3628036495,11.9689756046,49.7623057638,0.6351082196,6.7443842037,7.8347548444,0.6645625027,0.3756152106297,0.1518073159434,0.6024516239705,0.6910411676727
"78759",0.999999999,0.1086997348064,6.2686730152,3.7521621824,52464.754221552,2.0986244722,13.554877267,16.9896835307,8.4427447546,3.4227546536,32.1905555798,1.3473298592,36.5484356069,0.0862537082,1.2871392603,3.5098129955,0.5304144568,0.1066918097514,0.1060109502711,0.1953161242645,0.3147975229509
"78953",0.999999999,0.2959485940689,10.8863453724,4.8359437708,33672.389524263,12.0777108324,15.8919678543,22.3775100172,15.2520080169,8.5034136475,22.8909638268,1.4795180705,0.0022088352,27.047188725,0.9933734916,0.5720883528,0.3263052202,0.3632897587226,0.5800487946024,0.1596769074183,0.2597971884209
"78957",0.999999999,0.4077062891263,10.0944025931,4.5977406828,29906.912850767,14.042723376,19.4782210236,20.7756971123,18.9146346265,8.3382861724,27.7534296532,1.0653775684,1.6361286377,18.270751049,1.4959698769,3.7897618542,1.3315489507,0.3862156723355,0.6613132093309,0.1570066556639,0.5107538364202
